Nodules	Area	Mean	Min	Max
184_3.xls:5	0.01	95.542	61	129
184_3.xls:6	0.006	100.817	77	140
184_3.xls:7	0.003	124.967	105	144
184_3.xls:8	0.012	100.542	71	143
184_3.xls:9	0.013	103.292	79	135
184_3.xls:10	0.006	114.265	96	131
184_3.xls:11	0.008	104.272	80	137
184_3.xls:12	0.013	92.799	52	143
184_3.xls:13	0.014	87.2	48	143
184_3.xls:14	0.009	102.994	85	145
184_3.xls:15	0.013	109.647	83	153
184_3.xls:16	0.032	105.646	66	152
184_3.xls:17	0.025	77.92	43	144
184_3.xls:18	0.019	91.379	59	147
184_3.xls:19	0.002	118.162	98	134
184_3.xls:20	0.002	115.562	92	143
184_3.xls:21	0.003	116.647	91	150
184_3.xls:22	0.028	90.953	60	151
184_3.xls:23	0.012	111.846	91	149
184_3.xls:24	0.004	145.597	122	165
184_3.xls:25	0.048	62.254	36	141
184_3.xls:26	0.013	98.311	72	143
184_3.xls:27	0.037	72.726	33	147
184_3.xls:28	0.023	81.375	49	126
184_3.xls:29	0.017	81.907	49	145
184_3.xls:30	0.007	112.048	83	156
184_3.xls:31	0.047	103.008	63	160
184_3.xls:32	0.038	98.569	62	158
184_3.xls:33	0.013	67.022	44	113
184_3.xls:34	0.013	106.606	78	136
184_3.xls:35	0.02	78.43	41	140
184_3.xls:36	0.038	78.432	42	140
184_3.xls:37	0.051	74.084	32	153
184_3.xls:38	0.036	89.931	41	156
184_3.xls:39	0.014	99.608	70	148
184_3.xls:40	0.017	103.214	71	156
184_3.xls:41	0.013	99.559	78	131
184_3.xls:42	0.04	62.146	28	136
184_3.xls:43	0.034	79.563	45	148
184_3.xls:44	0.079	74.747	35	155
184_3.xls:45	0.075	78.782	39	150
184_3.xls:46	0.032	72.474	34	159
184_3.xls:47	0.015	103.047	72	155
184_3.xls:48	0.024	100.147	67	154
184_3.xls:49	0.023	59.355	28	122
184_3.xls:50	0.009	96.97	84	123
184_3.xls:51	0.027	71.2	43	138
184_3.xls:52	0.007	110.653	89	142
184_3.xls:53	0.026	95.089	54	150
184_4.xls:1	0.025	99.341	70	131
184_4.xls:2	0.031	69.569	51	116
184_4.xls:3	0.031	83.62	51	139
184_4.xls:4	0.036	75.031	54	122
184_4.xls:5	0.078	52.372	32	114
184_4.xls:6	0.03	60.053	44	109
184_4.xls:7	0.038	79.787	42	138
184_4.xls:8	0.007	94.534	75	122
184_4.xls:9	0.009	96.371	80	119
184_4.xls:10	0.012	89.062	69	115
184_4.xls:11	0.018	75.398	49	120
184_4.xls:12	0.007	99.5	76	125
184_4.xls:13	0.008	98.1	69	129
184_4.xls:14	0.005	101.673	81	128
184_4.xls:15	0.01	97.698	78	137
184_4.xls:16	0.016	78.096	64	99
184_4.xls:17	0.013	93.258	68	132
184_4.xls:18	0.011	97.625	80	114
184_4.xls:19	0.026	89.341	60	134
184_4.xls:20	0.021	92.995	62	145
184_4.xls:21	0.016	99.874	83	129
184_4.xls:22	0.011	109.529	95	131
184_5.xls:1	0.027	90.188	65	123
184_5.xls:2	0.029	68.888	41	123
184_5.xls:3	0.013	99.829	74	134
184_5.xls:4	0.012	84.1	67	119
184_5.xls:5	0.036	86.299	61	130
184_5.xls:6	0.006	87.125	61	121
184_5.xls:7	0.013	77.61	51	120
184_5.xls:8	0.031	62.16	38	122
184_5.xls:9	0.027	90.166	66	129
184_5.xls:10	0.023	71.763	39	123
184_5.xls:11	0.022	77.303	46	133
184_5.xls:12	0.014	81.377	51	130
184_5.xls:13	0.013	78.103	52	128
184_5.xls:14	0.008	94.343	73	130
184_5.xls:15	0.019	75.405	54	105
184_5.xls:16	0.018	78.464	55	118
184_5.xls:17	0.023	89.177	71	127
184_5.xls:18	0.019	88.62	70	126
184_5.xls:19	0.009	106.601	83	137
184_5.xls:20	0.029	85.809	52	133
184_6.xls:1	0.02	53.402	33	125
184_6.xls:2	0.006	84.669	64	113
184_6.xls:3	0.042	59.58	37	123
184_6.xls:4	0.01	68.879	48	123
184_6.xls:5	0.012	60.251	41	112
184_6.xls:6	0.01	57.62	37	108
184_6.xls:7	0.006	74.04	59	107
184_6.xls:8	0.008	62.633	44	97
184_6.xls:9	0.007	87.74	73	117
184_6.xls:10	0.009	74.463	55	116
184_6.xls:11	0.024	53.861	32	101
184_6.xls:12	0.023	53.717	33	110
184_6.xls:13	0.016	45.674	28	108
184_6.xls:14	0.004	89.69	76	114
184_6.xls:15	0.05	47.728	27	97
184_6.xls:16	0.02	57.7	40	102
184_6.xls:17	0.055	59.268	39	115
184_6.xls:18	0.008	80.102	63	113
184_7.xls:1	0.015	75.008	51	116
184_7.xls:2	0.005	94.574	77	116
184_7.xls:3	0.011	73.941	49	111
184_7.xls:4	0.006	76.555	49	115
184_7.xls:5	0.024	59.548	33	115
184_7.xls:6	0.014	73.276	53	121
184_7.xls:7	0.022	72.527	55	112
184_7.xls:8	0.016	57.107	29	107
184_7.xls:9	0.011	81.194	61	108
184_7.xls:10	0.087	64.435	35	118
184_7.xls:11	0.04	47.832	33	101
184_7.xls:12	0.004	89.721	69	121
184_7.xls:13	0.01	70.679	53	112
184_7.xls:14	0.032	61.411	39	126
184_7.xls:15	0.008	73.75	53	119
184_7.xls:16	0.013	64.812	44	110
184_7.xls:17	0.006	75.514	57	112
184_7.xls:18	0.016	55.38	33	100
184_7.xls:19	0.013	54.81	31	101
184_7.xls:20	0.018	52.629	29	102
184_7.xls:21	0.013	49.06	32	103
184_7.xls:22	0.028	62.493	41	113
184_8.xls:1	0.015	85.156	53	130
184_8.xls:2	0.009	84.322	52	131
184_8.xls:3	0.012	90.983	69	126
184_8.xls:4	0.011	78.855	61	125
184_8.xls:5	0.019	77.472	52	127
184_8.xls:6	0.027	78.736	59	132
184_8.xls:7	0.015	96.833	76	135
184_8.xls:8	0.015	86.175	69	129
184_8.xls:9	0.012	89.776	60	120
184_8.xls:10	0.014	90.778	71	122
184_8.xls:11	0.018	91.941	72	127
184_8.xls:12	0.03	86.217	61	124
184_8.xls:13	0.026	89.262	67	120
184_8.xls:14	0.02	99.735	80	132
184_8.xls:15	0.016	104.492	91	134
184_8.xls:16	0.006	106.247	92	123
184_8.xls:17	0.012	103.942	91	124
184_9.xls:1	0.013	101.599	77	143
184_9.xls:2	0.034	79.802	41	147
184_9.xls:3	0.024	84.36	60	151
184_9.xls:4	0.018	91.248	65	143
184_9.xls:5	0.021	65.95	40	141
184_9.xls:6	0.022	79.669	57	136
184_9.xls:7	0.026	85.927	58	148
184_9.xls:8	0.021	88.244	71	132
184_9.xls:9	0.034	88.89	60	153
184_9.xls:10	0.021	77.037	54	142
184_9.xls:11	0.014	87.308	65	141
184_9.xls:12	0.022	91.936	70	143
184_9.xls:13	0.018	73.744	46	137
184_9.xls:14	0.024	69.648	53	116
184_9.xls:15	0.015	90.125	73	127
184_9.xls:16	0.022	84.672	60	145
184_9.xls:17	0.006	112.627	102	133
184_9.xls:18	0.006	102.271	86	139
184_9.xls:19	0.024	83.55	56	138
184_9.xls:20	0.019	70.036	42	133
184_9.xls:21	0.008	110.85	92	145
184_9.xls:22	0.009	112.329	96	151
184_9.xls:23	0.013	99.404	79	136
184_9.xls:24	0.01	93.072	64	145
184_9.xls:25	0.006	112.745	99	143
184_9.xls:26	0.017	81.679	26	126
184_9.xls:27	0.009	85.797	68	108
184_9.xls:28	0.009	100.291	80	136
184_9.xls:29	0.008	103.058	81	154
186+131_1.xls:1	0.015	80.343	62	114
186+131_1.xls:2	0.032	88.624	65	133
186+131_1.xls:3	0.019	95.7	71	137
186+131_1.xls:4	0.077	70.801	47	142
186+131_1.xls:5	0.062	84.089	44	151
186+131_1.xls:6	0.037	82.015	52	148
186+131_1.xls:7	0.061	79.86	45	142
186+131_1.xls:8	0.02	96.085	66	143
186+131_1.xls:9	0.028	73.17	52	111
186+131_1.xls:10	0.032	77.281	45	129
186+131_10.xls:1	0.018	87.945	68	115
186+131_10.xls:2	0.017	81.424	57	114
186+131_10.xls:3	0.018	78.409	50	125
186+131_10.xls:4	0.014	83.13	56	126
186+131_10.xls:5	0.008	81.395	64	102
186+131_10.xls:6	0.021	75.5	54	120
186+131_10.xls:7	0.023	81.169	57	121
186+131_2.xls:1	0.067	84.583	60	130
186+131_2.xls:2	0.019	76.697	55	130
186+131_2.xls:3	0.007	87.687	65	125
186+131_2.xls:4	0.005	100.227	82	123
186+131_2.xls:5	0.024	76.635	59	104
186+131_2.xls:6	0.023	72.454	41	118
186+131_2.xls:7	0.028	85.745	63	132
186+131_2.xls:8	0.015	90.149	63	119
186+131_2.xls:9	0.009	96.519	77	129
186+131_2.xls:10	0.005	100.343	75	127
186+131_2.xls:11	0.036	69.606	47	99
186+131_2.xls:12	0.005	94.231	70	126
186+131_2.xls:13	0.026	71.71	40	121
186+131_2.xls:14	0.013	94.067	66	129
186+131_2.xls:15	0.012	102.478	84	126
186+131_2.xls:16	0.013	107.651	87	141
186+131_2.xls:17	0.025	95.091	70	116
186+131_2.xls:18	0.007	99.894	87	123
186+131_3.xls:1	0.054	64.469	45	136
186+131_3.xls:2	0.004	107.562	90	139
186+131_3.xls:3	0.006	105.653	82	140
186+131_3.xls:4	0.028	77.106	44	142
186+131_3.xls:5	0.004	106.946	89	137
186+131_3.xls:6	0.019	64.939	39	114
186+131_3.xls:7	0.022	66.353	43	122
186+131_3.xls:8	0.006	95.054	83	108
186+131_3.xls:9	0.054	74.493	55	134
186+131_3.xls:10	0.038	78.779	46	145
186+131_3.xls:11	0.026	76.768	46	136
186+131_3.xls:12	0.057	74.099	41	141
186+131_3.xls:13	0.023	76.447	54	134
186+131_3.xls:14	0.03	67.867	42	128
186+131_3.xls:15	0.021	67.835	40	122
186+131_3.xls:16	0.061	58.35	34	112
186+131_3.xls:17	0.066	78.292	55	130
186+131_3.xls:18	0.018	93.847	72	129
186+131_3.xls:19	0.032	88.393	66	125
186+131_3.xls:20	0.03	73.11	54	128
186+131_4.xls:1	0.02	104.088	75	138
186+131_4.xls:2	0.031	91.767	72	141
186+131_4.xls:3	0.021	97.168	71	137
186+131_4.xls:4	0.018	88.851	63	134
186+131_4.xls:5	0.039	81.636	52	136
186+131_4.xls:6	0.017	92.056	60	143
186+131_4.xls:7	0.014	94.368	60	135
186+131_4.xls:8	0.012	99.009	70	132
186+131_4.xls:9	0.012	83.534	61	133
186+131_4.xls:10	0.012	101.188	84	141
186+131_4.xls:11	0.02	109.916	91	140
186+131_4.xls:12	0.043	78.431	43	129
186+131_4.xls:13	0.054	82.481	60	126
186+131_5.xls:1	0.011	86.205	70	121
186+131_5.xls:2	0.028	72.126	46	123
186+131_5.xls:3	0.018	75.051	42	122
186+131_5.xls:4	0.034	61.678	37	124
186+131_5.xls:5	0.026	81.436	59	120
186+131_5.xls:6	0.024	93.366	64	130
186+131_5.xls:7	0.026	81.272	59	124
186+131_5.xls:8	0.052	68.118	36	136
186+131_5.xls:9	0.038	84.817	65	123
186+131_5.xls:10	0.025	62.282	35	126
186+131_5.xls:11	0.016	93.641	66	127
186+131_6.xls:1	0.007	132.472	117	160
186+131_6.xls:2	0.013	113.84	96	150
186+131_6.xls:3	0.017	115.65	90	176
186+131_6.xls:4	0.024	123.869	92	184
186+131_6.xls:5	0.015	113	89	161
186+131_6.xls:6	0.047	100.605	74	175
186+131_6.xls:7	0.027	120.904	92	176
186+131_6.xls:8	0.023	108.43	75	167
186+131_6.xls:9	0.028	126.446	94	178
186+131_6.xls:10	0.018	111.161	95	169
186+131_6.xls:11	0.012	125.643	112	170
186+131_7.xls:1	0.028	77.074	54	111
186+131_7.xls:2	0.017	85.63	63	115
186+131_7.xls:3	0.049	68.183	41	120
186+131_7.xls:4	0.026	88.419	71	127
186+131_7.xls:5	0.033	78.796	54	138
186+131_7.xls:6	0.01	102.437	84	127
186+131_7.xls:7	0.038	80.814	42	138
186+131_7.xls:8	0.007	115.188	99	135
186+131_7.xls:9	0.023	90.63	71	115
186+131_7.xls:10	0.043	81.426	50	132
186+131_7.xls:11	0.049	78.068	54	120
186+131_7.xls:12	0.064	76.183	46	137
186+131_7.xls:13	0.008	108.282	88	135
186+131_7.xls:14	0.011	107.695	95	132
186+131_7.xls:15	0.063	85.938	59	139
186+131_7.xls:16	0.049	100.125	73	131
186+131_7.xls:17	0.011	99.072	82	114
186+131_7.xls:18	0.038	78.134	57	105
186+131_7.xls:19	0.007	95.444	75	127
186+131_7.xls:20	0.046	67.498	39	126
186+131_7.xls:21	0.025	81.432	59	125
186+131_7.xls:22	0.018	95.639	76	127
186+131_7.xls:23	0.088	78.855	54	133
186+131_7.xls:24	0.031	98.875	70	130
186+131_7.xls:25	0.08	75.742	48	121
186+131_7.xls:26	0.083	70.64	51	112
186+131_7.xls:27	0.004	113.868	100	127
186+131_7.xls:28	0.1	79.949	54	133
186+131_7.xls:29	0.019	104.979	78	131
186+131_7.xls:30	0.03	88.926	57	133
186+131_7.xls:31	0.047	102.126	76	139
186+131_7.xls:32	0.018	109.497	79	146
186+131_7.xls:33	0.026	90.184	70	128
186+131_8.xls:1	0.011	82.559	62	128
186+131_8.xls:2	0.011	79.485	62	108
186+131_8.xls:3	0.009	85.188	73	100
186+131_8.xls:4	0.005	90.306	72	114
186+131_8.xls:5	0.009	83.059	67	101
186+131_8.xls:6	0.005	90.338	73	105
186+131_8.xls:7	0.019	78.796	51	113
186+131_8.xls:8	0.009	84.818	66	108
186+131_8.xls:9	0.008	73.83	52	112
186+131_9.xls:1	0.02	69.274	46	111
186+131_9.xls:2	0.019	71.792	54	100
186+131_9.xls:3	0.04	74.021	53	123
186+131_9.xls:4	0.037	72.699	48	123
186+131_9.xls:5	0.017	82.886	63	114
186+131_9.xls:6	0.029	78.924	51	106
186+131_9.xls:7	0.034	77.113	52	126
186+131_9.xls:8	0.027	79.578	61	115
186+131_9.xls:9	0.023	72.246	52	129
186+131_9.xls:10	0.01	86.791	71	120
186+131_9.xls:11	0.018	77.993	52	124
186+131_9.xls:12	0.064	61.59	30	127
186+131_9.xls:13	0.017	78.881	49	130
186+131_9.xls:14	0.031	64.923	36	113
186+131_9.xls:15	0.025	68.271	43	124
186+131_9.xls:16	0.009	84.918	70	128
186+131_9.xls:17	0.025	66.738	46	101
186+131_9.xls:18	0.029	58.642	36	132
186+131_9.xls:19	0.015	78.264	58	128
186+131_9.xls:20	0.028	78.241	49	131
186+131_9.xls:21	0.013	79.124	61	109
186+131_9.xls:22	0.045	67.464	40	127
186+131_9.xls:23	0.012	83.651	59	121
186+131_9.xls:24	0.017	82.654	65	126
186+131_9.xls:25	0.054	52.502	32	111
186+131_9.xls:26	0.018	82.111	65	109
186+131_9.xls:27	0.013	81.459	63	125
186+131_9B.xls:1	0.007	84.5	67	108
186+131_9B.xls:2	0.009	81.452	52	130
186+131_9B.xls:3	0.01	78.33	51	125
186+131_9B.xls:4	0.02	74.436	55	126
186+131_9B.xls:5	0.015	73.745	47	130
186+156_1.xls:1	0.01	105.518	93	138
186+156_1.xls:2	0.01	98.759	84	125
186+156_1.xls:3	0.016	88.241	66	119
186+156_1.xls:4	0.025	81.246	57	120
186+156_1.xls:5	0.006	116.516	106	131
186+156_1.xls:6	0.03	81.352	65	120
186+156_1.xls:7	0.022	88.055	68	120
186+156_1.xls:8	0.007	97.799	89	116
186+156_1.xls:9	0.019	70.359	46	121
186+156_1.xls:10	0.004	98.965	84	128
186+156_1.xls:11	0.016	92.926	77	139
186+156_1.xls:12	0.025	70.219	43	141
186+156_1.xls:13	0.03	85.864	57	122
186+156_1.xls:14	0.015	98.487	82	137
186+156_1.xls:15	0.032	72.246	46	131
186+156_1.xls:16	0.019	73.787	50	129
186+156_1.xls:17	0.004	104.567	96	120
186+156_1.xls:18	0.006	81.705	58	122
186+156_1.xls:19	0.015	73.624	54	136
186+156_1.xls:20	0.013	73.519	53	135
186+156_1.xls:21	0.015	76.341	39	134
186+156_1.xls:22	0.015	79.004	48	138
186+156_1.xls:23	0.009	69.211	54	119
186+156_1.xls:24	0.008	70.163	48	136
186+156_1.xls:25	0.008	70.669	50	101
186+156_1.xls:26	0.008	74.502	54	101
186+156_1.xls:27	0.02	74.021	50	117
186+156_10.xls:1	0.006	87.144	73	116
186+156_10.xls:2	0.005	94.557	82	130
186+156_10.xls:3	0.007	77.193	63	114
186+156_10.xls:4	0.009	88.318	65	123
186+156_10.xls:5	0.004	102.231	85	138
186+156_10.xls:6	0.005	97.059	81	124
186+156_10.xls:7	0.003	106.288	97	121
186+156_10.xls:8	0.012	75.482	60	115
186+156_10.xls:9	0.02	66.727	50	101
186+156_10.xls:10	0.017	86.812	68	108
186+156_10.xls:11	0.041	74.357	52	102
186+156_10.xls:12	0.024	79.395	59	126
186+156_10.xls:13	0.005	98.19	89	124
186+156_10.xls:14	0.015	94.37	79	134
186+156_10.xls:15	0.007	98.725	81	127
186+156_2.xls:1	0.009	105.27	89	129
186+156_2.xls:2	0.018	82.995	56	129
186+156_2.xls:3	0.012	90.71	68	127
186+156_2.xls:4	0.009	83.287	65	130
186+156_2.xls:5	0.021	78.104	43	142
186+156_2.xls:6	0.005	106.186	78	148
186+156_2.xls:7	0.009	106.276	70	150
186+156_2.xls:8	0.013	94.842	65	154
186+156_2.xls:9	0.013	94.751	75	121
186+156_3.xls:1	0.09	55.507	25	122
186+156_3.xls:2	0.026	67.617	46	133
186+156_3.xls:3	0.013	75.661	49	123
186+156_3.xls:4	0.005	98.956	82	125
186+156_3.xls:5	0.01	87.941	65	123
186+156_3.xls:6	0.005	93.197	72	124
186+156_3.xls:7	0.015	83.814	64	118
186+156_3.xls:8	0.019	87.625	67	121
186+156_3.xls:9	0.01	88.193	77	104
186+156_3.xls:10	0.035	71.131	38	123
186+156_3.xls:11	0.025	81.26	59	135
186+156_3.xls:12	0.024	77.855	55	117
186+156_3.xls:13	0.011	96.019	75	137
186+156_3.xls:14	0.019	81.453	59	130
186+156_3.xls:15	0.012	99.633	70	137
186+156_3.xls:16	0.008	104.774	88	135
186+156_3.xls:17	0.019	75.049	60	99
186+156_3.xls:18	0.015	84.637	65	121
186+156_3.xls:19	0.019	84.422	59	124
186+156_4.xls:1	0.007	99.534	83	119
186+156_4.xls:2	0.009	82.709	59	128
186+156_4.xls:3	0.013	90.159	74	121
186+156_4.xls:4	0.013	98.802	79	152
186+156_4.xls:5	0.013	102.72	72	151
186+156_5.xls:1	0.006	98.477	86	136
186+156_5.xls:2	0.007	101.671	87	128
186+156_5.xls:3	0.022	78.148	53	133
186+156_5.xls:4	0.031	63.691	40	137
186+156_5.xls:5	0.018	74.235	49	126
186+156_5.xls:6	0.032	81.797	59	131
186+156_5.xls:7	0.025	70.031	48	131
186+156_5.xls:8	0.033	76.044	47	134
186+156_5.xls:9	0.002	109.537	99	125
186+156_5.xls:10	0.005	110.966	99	138
186+156_5.xls:11	0.01	67.038	45	131
186+156_5.xls:12	0.007	72.998	51	142
186+156_5.xls:13	0.018	76.195	52	140
186+156_5.xls:14	0.032	79.697	57	140
186+156_5.xls:15	0.035	74.424	43	132
186+156_5.xls:16	0.012	86.368	65	135
186+156_5.xls:17	0.01	96.656	84	123
186+156_5.xls:18	0.007	76.787	58	112
186+156_5.xls:19	0.009	72.927	54	115
186+156_5.xls:20	0.01	66.276	46	124
186+156_5.xls:21	0.034	65.301	39	139
186+156_5.xls:22	0.009	81.746	59	133
186+156_5.xls:23	0.013	67.329	43	125
186+156_5.xls:24	0.012	69.447	50	108
186+156_5.xls:25	0.005	90.532	78	102
186+156_7.xls:1	0.005	89.433	62	124
186+156_7.xls:2	0.005	104.282	77	126
186+156_7.xls:3	0.007	89.235	68	126
186+156_7.xls:4	0.005	96.448	82	119
186+156_7.xls:5	0.023	87.05	54	132
186+156_7.xls:6	0.018	85.579	68	120
186+156_7.xls:7	0.033	92.236	67	126
186+156_7.xls:8	0.014	98.982	67	139
186+156_8.xls:1	0.008	102.646	83	121
186+156_8.xls:2	0.014	92.319	70	126
186+156_8.xls:3	0.009	97.61	80	126
186+156_8.xls:4	0.009	103.733	89	120
186+156_8.xls:5	0.013	96.026	71	123
186+156_8.xls:6	0.013	93.726	72	120
186+156_8.xls:7	0.014	94.176	71	126
186+156_8.xls:8	0.007	100.352	78	118
186+156_8.xls:9	0.011	97.564	67	136
186+156_8.xls:10	0.013	103.698	75	133
186+156_8.xls:11	0.01	102.473	74	134
186+156_8.xls:12	0.015	91.514	76	123
186+156_8.xls:13	0.006	113.005	94	134
186+156_8.xls:14	0.006	106.918	88	133
186+156_8.xls:15	0.016	103.998	86	133
186+156_8.xls:16	0.012	99.073	75	128
186+156_8.xls:17	0.009	92.727	64	130
186+156_8.xls:18	0.012	99.05	75	136
186+156_8.xls:19	0.021	93.883	74	125
186+156_8.xls:20	0.011	98.158	77	135
186+156_8.xls:21	0.011	98.113	76	137
186+156_8.xls:22	0.027	89.146	60	137
186+156_8.xls:23	0.026	84.556	56	131
186+156_9A.xls:1	0.046	98.352	78	127
186+156_9A.xls:2	0.016	99.07	81	121
186+156_9A.xls:3	0.024	72.604	52	111
186+156_9A.xls:4	0.01	97.653	81	117
186+156_9A.xls:5	0.011	89.54	68	114
186+156_9A.xls:6	0.037	67.901	43	114
186+156_9A.xls:7	0.023	62.396	41	99
186+156_9A.xls:8	0.018	69.247	47	93
186+156_9A.xls:9	0.011	93.143	72	117
186+156_9A.xls:10	0.01	101.193	77	126
186+156_9A.xls:11	0.008	81.815	54	112
186+156_9B.xls:1	0.017	98.807	83	122
186+156_9B.xls:2	0.021	90.456	72	125
186+156_9B.xls:3	0.021	74.918	53	112
186+156_9B.xls:4	0.022	72.909	55	124
186+156_9B.xls:5	0.019	81.728	62	117
186+156_9B.xls:6	0.02	74.608	52	126
186+156_9B.xls:7	0.019	58.949	44	97
186+156_9B.xls:8	0.009	78.243	63	100
186+156_9B.xls:9	0.009	86.463	63	128
186+156_9B.xls:10	0.018	91.344	73	131
186+156_9B.xls:11	0.008	80.839	65	111
186+156_9B.xls:12	0.012	67.446	49	118
186+156_9B.xls:13	0.013	69.151	47	122
186+156_9B.xls:14	0.007	84.423	62	116
186+156_9B.xls:15	0.009	76.579	56	116
186+156_9B.xls:16	0.016	67.289	46	119
186+184_1.xls:1	0.007	98.778	69	120
186+184_1.xls:2	0.009	95.351	75	127
186+184_1.xls:3	0.013	88.596	64	127
186+184_1.xls:4	0.013	81.799	53	120
186+184_1.xls:5	0.009	74.51	51	118
186+184_1.xls:6	0.009	78.567	60	115
186+184_1.xls:7	0.009	85.421	57	112
186+184_1.xls:8	0.013	77.649	48	112
186+184_1.xls:9	0.024	81.562	56	117
186+184_1.xls:10	0.025	92.942	62	124
186+184_10.xls:1	0.005	104.845	88	126
186+184_10.xls:2	0.009	95.026	66	140
186+184_10.xls:3	0.006	96.152	35	144
186+184_10.xls:4	0.013	79.21	29	130
186+184_10.xls:5	0.011	88.346	62	140
186+184_10.xls:6	0.024	73.623	40	143
186+184_10.xls:7	0.007	96.811	82	131
186+184_10.xls:8	0.016	71.725	48	122
186+184_10.xls:9	0.035	69.42	51	112
186+184_10.xls:10	0.012	78.847	43	132
186+184_10.xls:11	0.011	70.6	38	135
186+184_10.xls:12	0.015	73.96	42	143
186+184_10.xls:13	0.015	85.841	48	151
186+184_2.xls:1	0.008	83.831	61	112
186+184_2.xls:2	0.023	65.955	46	102
186+184_2.xls:3	0.018	65.923	43	112
186+184_2.xls:4	0.016	75.47	61	114
186+184_2.xls:5	0.01	69.878	56	103
186+184_2.xls:6	0.014	68.369	50	115
186+184_2.xls:7	0.009	71.858	48	102
186+184_3.xls:1	0.018	113.47	97	139
186+184_3.xls:2	0.007	108.095	90	137
186+184_3.xls:3	0.034	70.817	47	101
186+184_3.xls:4	0.03	89.49	67	131
186+184_3.xls:5	0.027	83.685	59	126
186+184_3.xls:6	0.014	84.902	58	116
186+184_3.xls:7	0.014	85.816	67	122
186+184_3.xls:8	0.023	90.696	69	129
186+184_3.xls:9	0.02	85.944	64	126
186+184_3.xls:10	0.008	85.288	64	117
186+184_3.xls:11	0.021	82.557	51	135
186+184_3.xls:12	0.011	99.715	65	142
186+184_4.xls:1	0.052	66.701	45	122
186+184_4.xls:2	0.009	77.038	50	137
186+184_4.xls:3	0.046	48.738	21	123
186+184_4.xls:4	0.026	71.539	53	110
186+184_4.xls:5	0.007	93.179	72	126
186+184_4.xls:6	0.008	88.542	68	119
186+184_4.xls:7	0.013	68.628	52	98
186+184_4.xls:8	0.009	71.967	49	107
186+184_4.xls:9	0.024	70.491	41	123
186+184_4.xls:10	0.019	58.802	29	132
186+184_4.xls:11	0.005	93.702	66	128
186+184_4.xls:12	0.016	85.153	53	137
186+184_4.xls:13	0.02	60.507	31	122
186+184_4.xls:14	0.017	58.272	26	123
186+184_4.xls:15	0.031	42.761	19	108
186+184_4.xls:16	0.039	66.842	38	128
186+184_4.xls:17	0.02	93.576	66	135
186+184_4.xls:18	0.012	102.851	90	134
186+184_4.xls:19	0.04	66.787	37	123
186+184_4.xls:20	0.025	69.972	38	128
186+184_4.xls:21	0.049	77.225	47	138
186+184_4.xls:22	0.014	86.847	57	122
186+184_4.xls:23	0.011	72.653	47	106
186+184_4.xls:24	0.01	84.211	67	109
186+184_4.xls:25	0.024	65.889	41	111
186+184_4.xls:26	0.02	95.317	76	128
186+184_4.xls:27	0.006	106.963	95	139
186+184_4.xls:28	0.01	106.295	83	141
186+184_4.xls:29	0.015	97.685	71	137
186+184_4.xls:30	0.036	53.529	27	111
186+184_4.xls:31	0.01	84.16	70	107
186+184_4.xls:32	0.026	73.607	56	107
186+184_4.xls:33	0.025	83.993	61	111
186+184_4.xls:34	0.027	77.571	35	132
186+184_4.xls:35	0.021	77.011	50	128
186+184_4.xls:36	0.017	86.717	61	121
186+184_4.xls:37	0.024	78.432	53	114
186+184_4.xls:38	0.022	69.387	54	116
186+184_4.xls:39	0.049	44.276	27	103
186+184_4.xls:40	0.044	44.201	21	100
186+184_4.xls:41	0.052	76.683	49	110
186+184_4.xls:42	0.054	81.695	63	114
186+184_4.xls:43	0.049	72.214	46	113
186+184_4.xls:44	0.01	105.367	93	131
186+184_4.xls:45	0.024	83.174	66	109
186+184_4.xls:46	0.02	77.309	65	92
186+184_4.xls:47	0.026	75.025	60	110
186+184_4.xls:48	0.017	67.494	48	97
186+184_6.xls:1	0.011	96.309	73	148
186+184_6.xls:2	0.006	97.316	77	140
186+184_7.xls:1	0.01	100.653	82	121
186+184_7.xls:2	0.007	85.484	65	114
186+184_7.xls:3	0.012	89.683	75	119
186+184_7.xls:4	0.008	102.115	88	120
186+184_7.xls:5	0.006	98.808	81	132
186+184_7.xls:6	0.007	106.04	89	128
186+184_7.xls:7	0.005	90.184	64	134
186+184_7.xls:8	0.006	98.388	74	131
186+184_7.xls:9	0.025	78.304	47	115
186+184_7.xls:10	0.012	77.71	62	106
186+184_7.xls:11	0.01	93.497	78	118
186+184_7.xls:12	0.023	75.548	54	119
186+184_7.xls:13	0.022	77.944	53	124
186+184_7.xls:14	0.017	71.524	41	113
186+184_7.xls:15	0.015	77.613	43	110
186+184_7.xls:16	0.014	82.488	57	118
186+184_7.xls:17	0.018	91.397	62	132
186+184_7.xls:18	0.014	90.632	73	111
186+184_7.xls:19	0.013	82.827	60	116
186+184_7.xls:20	0.025	80.163	52	126
186+184_7.xls:21	0.01	85.462	54	137
186+184_7.xls:22	0.011	94.111	53	131
186+184_8.xls:1	0.008	109.201	92	135
186+184_8.xls:2	0.009	107.583	93	129
